gene_id,gene_symbol,gene_name,GSM4996084,GSM4996085,GSM4996086,GSM4996087,GSM4996088,GSM4996089,GSM4996090,GSM4996091,GSM4996092,GSM4996093,GSM4996094,GSM4996095,GSM4996096,GSM4996097,GSM4996098,GSM4996099,GSM4996100,GSM4996101
101927936,RIC3-DT,RIC3 divergent transcript,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4004,LMO1,LIM domain only 1,1,2,1,3,2,1,1,0,1,0,0,1,0,0,0,0,1,0
105376536,LOC105376536,uncharacterized LOC105376536,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65975,STK33,serine/threonine kinase 33,14,12,13,11,13,5,28,31,27,19,24,25,19,28,20,29,18,27
9866,TRIM66,tripartite motif containing 66,1899,1926,2463,1943,2677,1828,1802,1669,1623,1363,1395,1809,1576,1455,1793,1724,1484,2197
6157,RPL27A,ribosomal protein L27a,15849,17406,10747,12340,9408,13673,20310,13637,13929,13921,11431,13282,15158,13891,17164,15179,13589,18204
619562,SNORA3A,"small nucleolar RNA, H/ACA box 3A",7,20,8,15,5,9,10,6,7,9,9,7,6,2,8,7,9,16
677826,SNORA3B,"small nucleolar RNA, H/ACA box 3B",7,4,7,9,6,9,7,6,2,5,5,1,3,3,4,7,2,8
6764,DENND2B,DENN domain containing 2B,1233,1431,1386,1348,1558,1310,1488,1307,1390,1002,1034,1217,1720,1620,1972,1690,1488,2072
107984308,LOC107984308,uncharacterized LOC107984308,5,5,6,3,5,3,4,3,4,2,1,4,1,1,8,3,4,2
105376539,,,1,2,4,2,5,0,0,1,3,1,1,1,0,1,3,3,1,4
102724784,DENND2B-AS1,DENND2B antisense RNA 1,3,0,1,1,2,4,0,3,0,2,1,0,2,1,1,1,1,0
56672,AKIP1,A-kinase interacting protein 1,385,465,359,350,311,323,524,399,381,382,328,379,377,339,434,352,307,446
56673,C11orf16,chromosome 11 open reading frame 16,2,2,2,1,3,2,0,2,3,1,1,1,1,4,4,0,4,4
56676,ASCL3,achaete-scute family bHLH transcription factor 3,1,0,1,2,5,0,1,1,0,1,0,1,0,1,2,1,0,0
56674,TMEM9B,TMEM9 domain family member B,961,1171,877,838,764,825,1716,1129,1256,1200,909,1109,754,693,903,916,724,987
493900,TMEM9B-AS1,TMEM9B antisense RNA 1,35,62,76,54,73,58,49,64,69,35,45,48,47,40,67,66,41,65
56675,NRIP3,nuclear receptor interacting protein 3,146,221,144,138,112,132,100,106,91,71,60,86,43,33,58,43,44,51
105376541,NRIP3-DT,NRIP3 divergent transcript,13,8,5,11,4,9,1,6,8,5,2,4,6,2,8,6,3,5
57758,SCUBE2,"signal peptide, CUB domain and EGF like domain containing 2",59,50,62,53,51,63,19,29,13,16,20,23,34,33,39,46,23,48
100847015,MIR5691,microRNA 5691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283102,KRT8P41,keratin 8 pseudogene 41,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,1,1,1
105376542,LOC105376542,uncharacterized LOC105376542,4,1,5,3,8,2,3,5,2,4,4,2,4,5,4,1,5,4
23258,DENND5A,DENN domain containing 5A,2731,3115,2687,2729,2778,2452,2851,2612,2743,2195,2251,2552,2469,2212,2951,2275,2240,2928
100189370,TRL-CAA5-1,tRNA-Leu (CAA) 5-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440026,TMEM41B,transmembrane protein 41B,588,702,633,558,600,507,843,681,708,603,505,693,431,458,573,499,478,680
10527,IPO7,importin 7,5651,6511,5853,4768,5125,4267,5987,5959,5801,4653,4312,5706,5025,5269,6512,5497,4883,7147
677808,SNORA23,"small nucleolar RNA, H/ACA box 23",3,1,2,2,3,1,1,1,1,1,4,2,3,3,4,2,1,1
644656,ZNF143-AS1,ZNF143 antisense RNA 1,37,61,52,39,23,28,44,31,34,43,24,29,23,33,42,37,35,49
7702,ZNF143,zinc finger protein 143,297,370,328,296,303,263,338,294,299,223,215,311,279,250,322,277,240,387
7465,WEE1,WEE1 G2 checkpoint kinase,294,327,305,245,282,192,650,448,547,509,451,539,491,509,690,492,415,614
23075,SWAP70,switching B cell complex subunit SWAP70,1744,1921,1818,1618,1786,1499,4056,3571,3640,2911,2707,3239,2324,2237,2913,2143,1943,2645
440028,LINC02709,long intergenic non-protein coding RNA 2709,50,56,43,33,62,36,89,80,64,72,43,62,59,53,76,46,44,53
283104,SBF2-AS1,SBF2 antisense RNA 1,221,333,290,362,427,355,698,624,700,671,499,563,576,619,774,763,685,772
81846,SBF2,SET binding factor 2,1166,1426,1347,1343,1506,1085,1228,1383,1336,1090,1105,1402,1008,1081,1304,1170,1114,1562
105369149,LOC105369149,uncharacterized LOC105369149,42,41,60,53,62,38,78,68,65,61,52,57,60,57,72,52,61,68
101928008,LOC101928008,uncharacterized LOC101928008,0,1,4,1,2,1,2,2,1,1,2,3,0,0,0,2,1,1
105376544,ADM-DT,ADM divergent transcript,63,58,75,62,85,44,66,90,102,54,67,83,46,28,43,40,32,36
133,ADM,adrenomedullin,4299,4726,3519,3323,3133,2979,7811,6171,6170,6021,5290,6062,3790,3406,4511,3194,2835,3843
100130460,CAND1.11,uncharacterized LOC100130460,3,3,1,3,4,4,5,11,4,6,5,6,3,5,2,3,4,4
272,AMPD3,adenosine monophosphate deaminase 3,197,276,227,233,277,225,500,447,471,498,401,506,265,236,279,209,226,322
100463486,MTRNR2L8,MT-RNR2 like 8 (pseudogene),12,14,13,8,18,12,14,18,28,26,25,28,18,23,23,20,10,12
100616263,MIR4485,microRNA 4485,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
50862,RNF141,ring finger protein 141,1046,1273,1070,919,957,796,4356,3978,3953,2787,2390,3090,2083,2163,2566,1794,1686,2265
100129827,IRAG1-AS1,IRAG1 antisense RNA 1,2,2,1,4,3,1,27,36,35,12,22,20,50,30,42,25,10,27
10894,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,0,0,2,2,1,0,4,7,3,3,5,1,18,9,12,3,5,5
10335,IRAG1,"inositol 1,4,5-triphosphate receptor associated 1",131,122,137,78,119,90,1668,1547,1624,935,915,1082,1962,1739,2281,944,876,1111
9646,CTR9,CTR9 component of Paf1/RNA polymerase II complex,1902,2262,2078,1777,1729,1503,2515,2146,2113,1769,1612,2099,1653,1719,2034,1627,1505,2125
1982,EIF4G2,eukaryotic translation initiation factor 4 gamma 2,20359,24012,20982,18745,19211,18000,23923,21352,21244,16850,16310,20384,18041,17999,21884,17534,15977,22576
692223,SNORD97,"small nucleolar RNA, C/D box 97",22,12,13,11,17,14,9,8,12,14,7,13,14,8,18,12,18,24
101928053,LOC101928053,uncharacterized LOC101928053,3,5,3,5,11,3,6,6,7,2,1,2,3,3,5,2,5,7
112268072,,,5,5,1,3,10,3,4,5,5,3,2,5,4,3,7,2,5,11
105376547,,,1,0,0,1,1,0,1,2,1,0,0,0,2,2,0,4,3,2
58486,ZBED5,zinc finger BED-type containing 5,721,888,792,721,777,623,910,649,711,658,542,693,671,674,845,799,769,1046
729013,ZBED5-AS1,ZBED5 antisense RNA 1,94,131,92,118,109,142,179,116,137,115,106,123,62,67,83,80,75,97
107984309,LOC107984309,uncharacterized LOC107984309,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
105379882,LOC105379882,uncharacterized LOC105379882,0,0,2,0,2,1,5,1,2,0,2,3,2,2,1,1,2,2
105376550,LINC02752,long intergenic non-protein coding RNA 2752,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0
107984310,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376548,LOC105376548,uncharacterized LOC105376548,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
374378,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18,82,78,55,62,61,59,286,238,262,174,149,235,101,95,125,93,78,102
283106,CSNK2A3,casein kinase 2 alpha 3,242,271,210,199,185,170,202,201,219,134,181,198,182,191,219,186,199,270
107983976,LOC107983976,uncharacterized LOC107983976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105376553,LOC105376553,uncharacterized LOC105376553,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
100423026,MIR4299,microRNA 4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102465870,MIR8070,microRNA 8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984311,LOC107984311,uncharacterized LOC107984311,2,4,2,3,6,3,3,13,7,11,9,9,13,2,6,4,1,12
55031,USP47,ubiquitin specific peptidase 47,1891,2239,2354,1917,2191,1605,2525,2274,2324,1889,1738,2162,1681,1715,2121,1859,1695,2374
27122,DKK3,dickkopf Wnt signaling pathway inhibitor 3,2704,3037,2259,2772,2340,2871,1723,1201,1274,1120,949,1108,843,721,951,673,635,921
105376554,LINC02547,long intergenic non-protein coding RNA 2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9645,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",3090,3116,2618,2302,2717,2343,7886,9852,8797,5482,5971,7269,3816,3483,4358,2726,2412,3378
102466906,MIR6124,microRNA 6124,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
107984312,,,8,3,4,4,6,0,4,10,4,2,3,8,0,0,0,7,1,6
84953,,,5,11,7,9,11,2,31,53,52,23,20,21,6,4,7,5,5,13
55742,PARVA,parvin alpha,6063,7206,6023,5797,6366,5192,12260,12109,11491,8389,7977,9861,6349,6354,7919,6197,5764,7633
105376556,LOC105376556,uncharacterized LOC105376556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7003,TEAD1,TEA domain transcription factor 1,7879,9285,9398,7385,9039,6280,8942,11780,11230,6940,7269,9633,7995,8320,10352,7316,6764,9097
107984313,LOC107984313,uncharacterized LOC107984313,5,1,3,1,13,4,1,3,4,2,0,4,3,2,4,0,0,3
100506305,LINC00958,long intergenic non-protein coding RNA 958,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
105376557,RASSF10-DT,RASSF10 divergent transcript,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
644943,RASSF10,Ras association domain family member 10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
105376558,LOC105376558,uncharacterized LOC105376558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,BMAL1,basic helix-loop-helix ARNT like 1,478,605,517,535,561,466,435,389,372,335,320,401,398,361,446,428,388,562
84280,BTBD10,BTB domain containing 10,645,793,688,637,683,555,1021,822,844,702,650,861,557,564,704,646,559,781
5741,PTH,parathyroid hormone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84188,FAR1,fatty acyl-CoA reductase 1,1525,1821,1953,1611,1765,1267,1806,1635,1888,1438,1341,1686,1354,1426,1736,1524,1255,1883
105376562,LINC02548,long intergenic non-protein coding RNA 2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376561,LINC02545,long intergenic non-protein coding RNA 2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101928132,LINC02683,long intergenic non-protein coding RNA 2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10418,SPON1,spondin 1,1484,2043,1564,1639,1709,1660,211,182,168,264,188,272,113,124,138,142,148,240
22800,RRAS2,RAS related 2,1073,1252,1090,1150,1165,1132,2139,1681,1837,1816,1556,1961,1155,1284,1600,1473,1366,1799
1315,COPB1,coat protein complex I subunit beta 1,5278,6181,5949,4815,4891,4093,5505,4692,4631,4069,3477,4391,3970,3998,4793,4164,3712,5205
5682,PSMA1,proteasome 20S subunit alpha 1,2457,2871,2412,2244,1952,1991,2862,2122,2185,2191,1712,2080,1775,1796,2228,1999,1794,2607
5140,PDE3B,phosphodiesterase 3B,95,106,87,95,100,78,6,8,9,3,14,23,10,10,17,17,12,18
107984315,LOC107984315,uncharacterized LOC107984315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120227,CYP2R1,cytochrome P450 family 2 subfamily R member 1,205,270,279,282,277,198,208,175,202,156,148,200,171,168,190,189,183,228
796,CALCA,calcitonin related polypeptide alpha,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
797,CALCB,calcitonin related polypeptide beta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387755,INSC,INSC spindle orientation adaptor protein,30,21,31,23,29,26,1,2,4,4,5,3,27,20,29,27,17,25
105376569,LINC02751,long intergenic non-protein coding RNA 2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376568,LINC03196,long intergenic non-protein coding RNA 3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376567,LOC105376567,uncharacterized LOC105376567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984370,LOC107984370,uncharacterized LOC107984370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376570,LINC02682,long intergenic non-protein coding RNA 2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55553,SOX6,SRY-box transcription factor 6,0,1,0,0,0,2,1,0,1,1,1,2,13,11,26,5,10,22
102464826,MIR6073,microRNA 6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376572,LOC105376572,uncharacterized LOC105376572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112268084,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105376571,LOC105376571,uncharacterized LOC105376571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10944,C11orf58,chromosome 11 open reading frame 58,3326,3626,3147,2796,2712,2579,3831,2960,3074,2744,2304,2956,2668,2649,3151,2960,2601,3582
144100,PLEKHA7,pleckstrin homology domain containing A7,12,12,9,2,20,7,47,41,31,14,9,10,2,5,5,8,8,6
109623465,SNORD147,"small nucleolar RNA, C/D box 147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112268085,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984416,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10819,OR7E14P,olfactory receptor family 7 subfamily E member 14 pseudogene,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1
6207,RPS13,ribosomal protein S13,5974,6893,5022,5407,4536,5586,8359,5379,5735,5526,4551,5164,5291,5525,6729,6393,5519,7407
26822,SNORD14A,"small nucleolar RNA, C/D box 14A",4,19,6,9,6,2,13,7,5,11,10,8,3,7,11,3,11,13
85388,SNORD14B,"small nucleolar RNA, C/D box 14B",11,11,17,10,10,12,14,5,7,11,3,7,8,8,9,4,8,8
5286,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,2004,2396,2412,1928,2577,1753,1995,2684,2450,1622,1790,2517,1790,1801,2328,1997,1810,2521
4925,NUCB2,nucleobindin 2,2186,2698,2384,2103,2023,1777,2640,1888,1935,1869,1426,1800,1683,1651,2134,1878,1693,2368
105376576,LOC105376576,uncharacterized LOC105376576,2,1,2,3,1,1,1,2,2,1,1,3,1,1,1,2,2,0
374383,NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1,281,297,276,286,325,311,113,173,170,137,173,244,144,134,180,204,187,261
107984316,,,129,172,181,191,231,143,114,103,97,141,117,145,90,96,110,150,123,183
3767,KCNJ11,potassium inwardly rectifying channel subfamily J member 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6833,ABCC8,ATP binding cassette subfamily C member 8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10083,USH1C,USH1 protein network component harmonin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340990,OTOG,otogelin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102723330,LINC02729,long intergenic non-protein coding RNA 2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4654,MYOD1,myogenic differentiation 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3746,KCNC1,potassium voltage-gated channel subfamily C member 1,1,1,1,1,1,2,0,0,3,1,0,0,0,1,0,2,1,1
26297,SERGEF,secretion regulating guanine nucleotide exchange factor,178,242,175,175,177,198,263,211,200,224,161,219,173,158,201,189,186,281
107984317,LOC107984317,uncharacterized LOC107984317,6,3,12,1,12,7,6,1,6,3,4,7,3,3,3,7,4,5
7166,TPH1,tryptophan hydroxylase 1,10,20,23,14,23,6,5,4,4,5,3,10,7,7,15,11,7,10
107984318,,,1,7,4,8,10,2,0,8,0,0,4,3,4,2,5,9,0,7
113174,SAAL1,serum amyloid A like 1,259,351,275,216,225,220,263,180,175,191,131,203,222,224,274,239,226,326
6290,SAA3P,"serum amyloid A3, pseudogene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117195,MRGPRX3,MAS related GPR family member X3,0,1,1,2,3,0,0,0,1,2,0,0,0,0,0,0,0,0
117196,MRGPRX4,MAS related GPR family member X4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494141,SLC25A51P4,SLC25A51 pseudogene 4,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
100528017,SAA2-SAA4,SAA2-SAA4 readthrough,164,168,118,218,192,319,26,27,27,67,38,47,61,51,54,58,55,81
6291,SAA4,"serum amyloid A4, constitutive",13,9,7,15,14,16,1,2,2,4,2,3,4,3,3,4,3,4
6289,SAA2,serum amyloid A2,197,207,135,318,275,458,41,33,40,93,53,64,69,59,71,78,75,113
6288,SAA1,serum amyloid A1,1484,1546,988,1574,1215,2636,226,169,183,483,255,281,452,441,484,464,435,582
11234,HPS5,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2,1450,1700,1549,1298,1330,1158,1761,1640,1643,1180,1011,1351,906,917,1159,817,812,1032
2965,GTF2H1,general transcription factor IIH subunit 1,1214,1441,1201,1125,1178,1005,1729,1357,1341,1266,1081,1349,965,977,1172,1110,974,1300
105376577,LOC105376577,uncharacterized LOC105376577,42,63,50,52,74,52,51,48,55,51,51,69,38,37,47,57,57,52
100423016,MIR3159,microRNA 3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3939,LDHA,lactate dehydrogenase A,40071,48790,36845,30591,27217,28427,26300,20222,20916,17893,14536,19324,18736,19166,23635,16508,14988,21105
3948,LDHC,lactate dehydrogenase C,1,3,3,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0
160287,LDHAL6A,lactate dehydrogenase A like 6A,9,9,18,9,30,6,6,9,7,4,3,6,12,4,8,19,10,11
7251,TSG101,tumor susceptibility 101,983,1115,868,896,784,838,1588,1066,1140,1096,901,1049,929,794,1057,832,764,1080
55293,UEVLD,UEV and lactate/malate dehyrogenase domains,714,772,733,606,716,579,836,725,721,673,503,708,626,564,705,609,536,757
112268073,LOC112268073,uncharacterized LOC112268073,7,4,8,9,13,5,3,13,6,1,2,6,5,4,6,5,4,10
100506540,MISFA,mitochondrial sheath formation associated,69,75,69,74,87,53,76,71,66,47,47,54,57,49,67,66,51,80
144108,SPTY2D1,SPT2 chromatin protein domain containing 1,892,1041,923,711,768,669,782,731,825,526,560,728,648,579,741,557,546,704
105376578,LOC105376578,uncharacterized LOC105376578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144110,TMEM86A,transmembrane protein 86A,41,55,38,47,56,59,65,36,42,27,24,34,37,32,38,26,22,21
283284,IGSF22,immunoglobulin superfamily member 22,16,20,13,14,22,18,15,8,8,5,9,7,4,5,7,8,10,7
105376579,,,21,23,32,41,32,28,33,20,17,23,16,26,15,13,17,15,13,13
84867,PTPN5,protein tyrosine phosphatase non-receptor type 5,4,2,4,8,9,4,3,1,1,0,2,0,2,0,2,0,0,0
259249,MRGPRX1,MAS related GPR family member X1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117194,MRGPRX2,MAS related GPR family member X2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54503,ZDHHC13,zDHHC palmitoyltransferase 13,247,310,278,249,255,200,297,212,237,195,164,194,168,164,203,191,181,214
8048,CSRP3,cysteine and glycine rich protein 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376580,CSRP3-AS1,CSRP3 and E2F8 antisense RNA 1,1,0,4,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1
79733,E2F8,E2F transcription factor 8,54,79,54,22,28,19,19,17,29,29,21,32,45,51,57,36,20,57
89797,NAV2,neuron navigator 2,3105,3078,3772,2710,3869,2266,2987,4251,3568,2447,2867,3782,2871,2689,2905,2473,2259,3319
100874012,NAV2-AS5,NAV2 antisense RNA 5,3,1,2,4,4,1,3,3,3,7,2,9,0,1,0,2,1,4
399876,NAV2-AS4,NAV2 antisense RNA 4,0,1,1,2,6,1,4,2,0,1,0,5,0,2,4,0,2,1
100616118,MIR4486,microRNA 4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100126784,LEISA1,lncRNA enhancing IL-6/STAT3 signaling activation 1,82,98,101,63,109,73,111,164,122,76,97,112,95,93,93,73,64,77
100616426,MIR4694,microRNA 4694,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100874014,NAV2-AS2,NAV2 antisense RNA 2,124,100,133,98,144,89,90,182,129,72,132,139,126,108,112,89,83,131
107984418,LOC107984418,uncharacterized LOC107984418,32,31,61,18,57,21,18,33,36,18,31,44,40,34,27,37,11,39
120237,DBX1,developing brain homeobox 1,1,0,1,1,3,1,0,3,0,0,1,3,2,2,1,0,0,0
105376583,LOC105376583,uncharacterized LOC105376583,1,1,1,1,0,0,2,1,0,0,1,1,0,4,0,1,0,0
10553,HTATIP2,HIV-1 Tat interactive protein 2,674,787,591,581,535,590,761,557,552,627,531,616,402,420,480,470,446,683
10196,PRMT3,protein arginine methyltransferase 3,358,441,421,308,350,305,361,296,334,303,292,306,266,313,376,386,327,483
105376584,LOC105376584,uncharacterized LOC105376584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9152,SLC6A5,solute carrier family 6 member 5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4745,NELL1,neural EGFL like 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376586,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376585,LOC105376585,uncharacterized LOC105376585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984320,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102723370,LOC102723370,uncharacterized LOC102723370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376587,LOC105376587,uncharacterized LOC105376587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203859,ANO5,anoctamin 5,4,12,6,7,12,3,0,0,0,1,0,0,0,1,0,1,2,2
57084,SLC17A6,solute carrier family 17 member 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102723378,LINC01495,long intergenic non-protein coding RNA 1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376589,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376588,LOC105376588,uncharacterized LOC105376588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,FANCF,FA complementation group F,118,146,144,125,126,93,158,132,155,126,97,125,105,110,150,129,124,142
2620,GAS2,growth arrest specific 2,11,5,13,10,14,8,20,12,8,13,7,11,4,4,6,7,5,11
258010,SVIP,small VCP interacting protein,231,207,219,160,162,148,320,264,315,267,200,290,128,120,149,147,125,219
100500938,CCDC179,coiled-coil domain containing 179,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
105376591,,,4,3,0,1,2,3,3,14,8,4,8,8,0,1,4,3,5,6
105376592,LINC02718,long intergenic non-protein coding RNA 2718,1,3,1,0,6,1,9,6,4,5,4,10,1,0,0,1,0,0
102465860,MIR8054,microRNA 8054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376593,LINC02726,long intergenic non-protein coding RNA 2726,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
107984378,LOC107984378,uncharacterized LOC107984378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376594,LINC02686,long intergenic non-protein coding RNA 2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376595,LOC105376595,uncharacterized LOC105376595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338645,LUZP2,leucine zipper protein 2,1,0,0,0,0,0,279,289,299,171,140,209,3,5,5,7,6,12
105376596,LINC02699,long intergenic non-protein coding RNA 2699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63982,ANO3,anoctamin 3,9,7,3,8,11,6,29,18,13,8,9,9,1,4,2,1,0,2
105376599,ANO3-AS1,ANO3 antisense RNA 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376598,LOC105376598,uncharacterized LOC105376598,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
143662,MUC15,"mucin 15, cell surface associated",1,0,0,0,1,0,87,48,58,26,7,21,0,0,0,0,0,0
107987160,LOC107987160,uncharacterized LOC107987160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159963,SLC5A12,solute carrier family 5 member 12,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
387758,FIBIN,fin bud initiation factor homolog,795,974,701,1336,1222,1177,1187,877,882,1090,846,962,292,327,383,649,536,647
8424,BBOX1,gamma-butyrobetaine hydroxylase 1,1,0,4,2,1,1,3,4,0,1,0,1,1,0,1,0,0,0
103695435,BBOX1-AS1,BBOX1 antisense RNA 1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,3,1
105376600,LOC105376600,uncharacterized LOC105376600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376601,LOC105376601,uncharacterized LOC105376601,1,0,4,0,4,1,2,3,1,2,1,7,3,1,1,3,2,3
91057,CCDC34,coiled-coil domain containing 34,173,171,181,112,122,101,133,105,112,127,110,119,142,147,190,149,121,187
55366,LGR4,leucine rich repeat containing G protein-coupled receptor 4,236,286,256,270,321,237,845,839,810,699,633,856,384,360,404,499,482,607
105376671,LGR4-AS1,LGR4 antisense RNA 1,2,2,1,1,2,1,3,8,1,6,0,5,4,1,3,6,2,7
55327,LIN7C,lin-7 cell polarity scaffold C,619,708,712,573,655,495,780,1022,720,653,544,907,536,503,720,605,626,843
497258,BDNF-AS,BDNF antisense RNA,205,220,167,149,135,120,161,177,160,99,95,118,82,85,113,89,79,120
102465881,MIR8087,microRNA 8087,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
101410541,LINC00678,long intergenic non-protein coding RNA 678,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
627,BDNF,brain derived neurotrophic factor,1065,1236,1052,638,720,603,1144,987,922,633,496,593,386,375,408,271,234,316
81930,KIF18A,kinesin family member 18A,290,323,309,162,138,122,77,80,77,92,69,102,174,146,208,136,106,212
693195,MIR610,microRNA 610,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
